Small Unit Installation Postcode,Jan 2001 - Installations Quantity,Apr 2001 - Installations Quantity,May 2001 - Installations Quantity,Jun 2001 - Installations Quantity,Jul 2001 - Installations Quantity,Aug 2001 - Installations Quantity,Sep 2001 - Installations Quantity,Oct 2001 - Installations Quantity,Nov 2001 - Installations Quantity,Dec 2001 - Installations Quantity,Jan 2002 - Installations Quantity,Feb 2002 - Installations Quantity,Mar 2002 - Installations Quantity,Apr 2002 - Installations Quantity,May 2002 - Installations Quantity,Jun 2002 - Installations Quantity,Jul 2002 - Installations Quantity,Aug 2002 - Installations Quantity,Sep 2002 - Installations Quantity,Oct 2002 - Installations Quantity,Nov 2002 - Installations Quantity,Dec 2002 - Installations Quantity,Installations Quantity Total
2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,8
2191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2192,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
2193,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,7
2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
2195,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,5
2196,0,0,1,0,0,0,0,1,1,0,2,1,1,0,2,0,1,1,0,1,0,1,13
2197,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,8
2198,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6
2199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2200,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2,10
2202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2204,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,6
2205,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,5
2206,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,1,1,0,0,1,10
2207,0,0,0,0,0,2,1,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,9
2208,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,6
2209,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,8
2210,0,0,0,0,0,1,2,1,2,1,0,0,0,2,1,0,2,0,0,0,0,0,12
2211,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,4,1,1,1,0,0,14
2212,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,2,0,0,3,1,13
2213,0,0,0,1,1,2,0,2,0,0,0,0,0,3,5,1,3,0,2,6,4,0,30
2214,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4
2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,2,9
2217,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,5
2218,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2219,0,0,1,1,0,1,1,2,0,3,0,0,0,0,0,1,0,0,2,0,0,1,13
2220,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9
2221,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,6
2222,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,2,0,9
2223,0,0,0,1,1,0,1,1,0,0,0,0,3,0,1,0,0,2,2,0,3,0,15
2224,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,4,2,4,16
2225,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,1,1,3,1,0,12
2226,0,1,1,1,0,0,0,1,0,0,0,0,1,0,3,1,0,1,3,1,3,2,19
2227,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2,0,1,2,4,14
2228,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,10
2229,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,0,1,3,0,13
2230,0,0,0,0,0,0,3,1,2,2,1,1,1,2,1,1,1,3,1,1,2,1,24
2231,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,6
2232,0,0,0,0,0,2,2,3,3,1,0,1,1,1,1,1,0,3,1,2,1,2,25
2233,0,2,1,3,3,0,3,8,4,1,2,1,1,3,1,3,3,1,2,5,5,2,54
2234,0,1,1,0,1,2,2,2,3,0,1,0,0,0,3,1,2,3,5,7,7,5,46
2235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,0,0,1,2,1,2,1,6,8,5,4,1,3,2,4,4,7,2,6,1,15,8,83
2251,0,0,0,0,0,1,1,1,6,0,1,1,1,3,3,0,3,9,3,2,2,6,43
2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2256,0,0,0,0,0,1,2,1,7,1,1,2,1,0,0,2,3,1,2,0,3,1,28
2257,0,0,1,4,1,0,1,2,7,1,3,0,2,3,4,1,1,2,1,5,3,3,45
2258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2259,0,0,1,0,3,2,4,1,4,5,8,2,2,1,5,4,9,2,3,5,8,6,75
2260,0,0,0,0,0,1,1,4,2,2,1,1,0,1,1,0,2,2,6,2,2,5,33
2261,0,0,0,1,0,2,1,1,4,1,1,1,0,2,2,2,2,0,1,1,3,6,31
2262,0,1,2,0,1,0,0,2,2,0,1,1,2,2,2,0,2,0,0,0,2,1,21
2263,0,0,0,1,2,1,1,1,4,0,0,0,0,1,3,0,1,2,4,2,1,1,25
2264,0,1,0,3,1,5,4,1,6,1,5,1,5,3,9,6,8,10,10,5,10,6,100
2265,0,0,0,3,3,0,0,0,0,2,2,2,3,3,1,2,9,3,2,4,3,3,45
2266,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2267,0,0,0,1,2,0,1,0,1,0,0,3,0,0,2,2,1,0,0,2,1,4,20
2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5
2280,0,0,0,4,2,2,3,2,3,1,3,1,4,2,4,1,2,2,5,4,3,2,50
2281,0,0,3,0,0,3,3,2,2,2,2,2,2,2,1,1,0,2,0,6,7,4,44
2282,0,0,1,1,2,1,0,1,1,1,1,0,0,1,2,2,3,1,1,5,0,3,27
2283,0,1,2,5,3,6,1,2,5,3,3,6,4,3,9,10,8,6,7,8,4,9,105
2284,0,2,1,2,0,2,1,1,0,0,1,2,0,2,3,0,0,1,1,2,0,3,24
2285,0,0,0,0,2,3,2,0,1,1,1,2,1,1,3,1,1,4,3,7,3,3,39
2286,0,0,2,2,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,2,0,12
2287,0,1,1,1,5,2,3,2,2,6,3,1,3,4,5,2,2,3,1,2,1,4,54
2289,0,0,0,1,2,1,2,1,1,0,0,3,1,0,0,1,0,0,2,2,1,2,20
2290,0,2,2,2,1,7,2,0,2,2,2,3,5,2,0,4,6,2,1,2,4,8,59
2291,0,0,1,1,0,3,1,1,1,2,1,3,1,0,0,2,1,0,1,0,2,1,22
2292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2295,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,8
2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,7
2299,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,9
2300,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
2301,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5
2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
2304,0,0,0,0,2,1,0,3,0,2,1,0,0,0,1,1,0,0,1,2,0,1,15
2305,0,0,0,0,1,2,1,4,0,0,3,0,0,0,0,2,1,0,1,2,0,0,17
2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
2307,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2315,0,0,0,0,1,0,0,0,2,3,3,0,1,3,2,0,0,1,0,0,0,2,18
2316,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
2317,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,7
2318,0,1,0,2,1,0,0,0,1,0,2,2,0,2,1,0,1,3,3,2,8,3,32
2319,0,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,11
2320,0,0,0,0,2,0,1,2,1,4,0,0,4,2,6,2,2,4,6,6,7,3,52
2321,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,1,1,2,1,0,1,12
2322,0,0,0,1,1,2,0,1,0,0,2,1,2,3,1,0,2,0,1,1,2,1,21
2323,0,0,0,1,0,0,1,0,1,2,1,1,0,2,0,1,1,2,3,1,4,4,25
2324,0,1,2,0,1,1,1,1,1,1,0,2,3,2,2,2,3,0,3,5,2,1,34
2325,0,0,0,0,0,3,2,4,6,2,2,5,6,1,5,3,6,4,6,4,5,2,66
2326,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,3,2,1,0,14
2327,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,9
2328,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2330,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,3,0,2,14
2333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,0,2,10
2334,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,1,0,8
2335,0,0,0,1,0,1,1,2,1,0,1,0,1,0,2,0,1,1,2,1,2,1,18
2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,1,2,0,11
2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,0,0,0,2,0,0,2,1,1,0,1,1,0,2,1,0,1,1,7,3,0,2,25
2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4
2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2350,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,4
2352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2354,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4
2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2390,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,5
2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6
2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3
2422,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,1,1,0,0,1,9
2423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
2426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2427,0,0,2,0,0,0,0,0,0,1,1,0,0,0,6,2,3,2,3,1,0,5,26
2428,0,1,0,1,0,0,2,1,0,1,2,1,1,0,1,4,4,2,2,0,2,1,26
2429,0,1,0,1,1,3,0,1,2,3,0,1,2,0,1,0,2,3,2,0,3,3,29
2430,0,1,5,4,6,5,1,6,3,6,2,1,5,10,6,11,13,11,22,13,15,24,170
2431,0,0,0,0,0,3,0,0,1,0,2,1,0,1,2,1,5,1,3,4,7,24,55
2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,2,2,0,1,1,3,15
2440,0,1,1,0,3,6,1,4,5,3,2,4,3,2,1,0,4,6,1,3,7,6,63
2441,0,1,0,1,1,2,3,0,1,0,0,1,0,3,3,1,1,2,1,3,4,3,31
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,0,1,3,1,0,3,1,0,2,1,0,2,0,3,0,1,2,2,1,4,3,5,35
2444,0,2,6,6,4,4,2,3,7,7,6,4,4,1,4,8,7,6,7,16,19,20,143
2445,0,1,1,0,1,0,2,0,0,0,0,1,0,0,2,1,0,4,1,1,7,5,27
2446,0,1,0,0,1,7,2,1,1,3,0,0,0,3,3,3,3,1,5,4,3,3,44
2447,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,2,1,3,0,0,1,14
2448,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,1,2,2,2,14
2449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,0,2,0,0,9
2450,0,0,0,3,3,17,3,4,3,2,3,5,6,4,6,11,12,11,18,8,17,25,161
2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,0,0,1,0,1,4,0,0,1,1,0,8,1,0,2,1,5,2,5,3,5,3,43
2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2454,0,0,0,0,0,1,1,1,1,0,2,2,0,1,2,0,0,1,0,2,1,5,20
2455,0,0,0,1,0,0,0,0,2,2,0,2,0,1,1,0,1,0,2,2,2,2,18
2456,0,0,0,0,1,2,1,3,0,4,1,3,3,2,2,1,3,1,5,7,2,3,44
2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,0,1,1,2,3,1,0,2,3,2,2,4,5,2,4,0,8,5,6,5,1,5,62
2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
2463,0,0,0,0,1,4,3,0,1,2,2,0,3,3,2,2,2,5,3,2,3,3,41
2464,0,0,2,0,2,2,0,2,2,2,0,2,4,1,1,1,1,1,2,2,3,4,34
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,1,0,9
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4
2470,0,0,0,1,2,0,1,1,0,0,1,1,1,0,1,2,1,0,0,1,2,2,17
2471,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2472,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
2473,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,5
2474,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,2,0,0,0,8
2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,0,0,0,1,1,1,4,0,1,2,1,2,6,1,4,1,4,3,3,3,6,2,46
2478,0,0,0,4,2,2,1,3,0,3,3,6,4,8,4,12,4,10,12,6,10,11,105
2479,0,0,1,0,0,1,0,0,1,0,0,1,3,1,1,2,3,3,1,0,0,3,21
2480,0,0,2,4,5,6,6,4,5,5,6,4,7,7,5,5,6,10,9,5,10,19,130
2481,0,0,1,0,2,3,2,3,2,2,3,2,5,3,0,2,3,4,2,3,7,11,60
2482,0,1,1,0,0,1,0,0,2,1,0,2,1,2,1,3,1,3,2,3,4,3,31
2483,0,0,2,0,2,1,2,0,1,1,1,2,1,0,5,3,3,5,2,0,2,6,39
2484,0,1,2,0,3,4,2,3,3,2,3,3,3,3,4,3,2,4,2,4,2,3,56
2485,0,1,2,1,4,4,2,2,1,4,3,1,0,2,5,1,2,3,3,4,2,2,49
2486,0,3,1,2,3,5,1,3,2,4,2,1,7,1,4,5,1,4,4,5,6,4,68
2487,0,0,0,1,2,0,1,1,1,0,20,25,22,11,16,9,5,3,1,2,0,3,123
2488,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,2,1,0,11
2489,0,0,0,0,1,0,1,0,0,1,0,3,2,3,6,2,11,3,1,1,2,2,39
2490,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
2500,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0,1,2,1,0,2,1,14
2502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,4
2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,5
2508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,7
2515,0,0,0,0,0,0,0,2,0,0,0,2,1,3,0,0,0,1,0,1,1,0,11
2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,6
2518,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,9
2519,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,7
2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2526,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,5
2527,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,3,13
2528,0,0,1,2,0,1,1,1,1,0,0,2,1,2,0,0,1,2,0,3,0,1,19
2529,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,5
2530,0,0,0,0,0,4,1,3,1,0,0,1,1,0,0,0,0,0,2,3,2,0,18
2533,0,0,1,1,1,0,2,0,1,4,2,1,0,0,0,2,0,0,1,2,1,2,21
2534,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,1,1,0,0,2,0,10
2535,0,0,1,0,2,2,0,0,0,2,1,0,1,2,0,0,0,1,0,1,0,3,16
2536,0,0,1,0,1,0,3,0,1,1,0,0,1,0,0,1,1,1,0,2,1,0,14
2537,0,0,1,0,0,0,0,1,0,2,0,0,1,2,2,1,0,0,0,1,0,1,12
2538,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,6
2539,0,0,0,0,1,2,0,2,0,2,0,3,1,2,3,3,0,1,1,4,4,5,34
2540,0,1,1,0,2,2,4,6,5,7,2,2,3,7,2,4,10,1,7,13,10,10,99
2541,0,0,0,1,0,1,2,3,3,1,4,0,2,1,0,2,1,1,0,1,5,2,30
2545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,5
2548,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,4,3,1,0,0,13
2549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2550,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,3,1,0,0,2,0,3,15
2551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,7
2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,0,3,3,1,1,2,2,3,5,2,0,0,4,0,2,4,6,9,2,2,2,2,55
2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,1,0,1,0,1,0,11
2565,0,1,0,2,0,0,2,0,2,0,0,1,0,1,2,2,3,0,3,1,3,3,26
2566,0,1,0,1,1,4,0,1,0,0,1,1,1,0,0,1,2,2,3,0,2,0,21
