Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,Installations Quantity Total
3304,67,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,72
3305,155,0,1,0,1,1,4,1,0,1,0,0,0,0,1,0,0,165
3309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3310,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3311,54,0,2,4,0,0,2,0,0,0,1,0,1,0,0,0,1,65
3312,32,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,35
3314,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
3315,84,0,4,0,0,0,0,0,0,0,1,0,1,0,2,0,2,94
3317,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
3318,41,0,3,2,0,0,6,0,0,0,0,0,0,0,1,0,0,53
3319,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,21
3321,32,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35
3322,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3324,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3325,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3328,32,0,0,1,0,1,0,0,1,2,2,2,1,0,0,0,0,42
3329,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3330,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3331,121,4,0,3,2,2,2,3,2,1,1,2,1,0,0,2,1,147
3332,25,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,30
3333,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3334,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
3335,118,0,8,2,4,1,4,6,8,2,1,3,0,0,0,1,0,158
3337,40,0,0,1,1,0,1,1,2,0,1,3,4,0,3,0,0,57
3338,11,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,18
3340,57,2,2,0,1,2,0,2,1,1,0,2,1,1,0,0,0,72
3341,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28
3342,41,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,44
3345,22,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,28
3350,141,1,0,8,2,5,1,1,3,2,3,2,0,3,2,2,1,177
3351,202,3,1,2,3,4,1,0,2,3,2,0,0,0,0,3,1,227
3352,242,1,2,3,3,0,3,3,0,3,3,2,0,2,2,2,2,273
3355,50,0,0,0,0,1,0,5,0,0,0,0,0,0,4,0,0,60
3356,112,2,0,0,0,0,3,0,0,0,0,0,5,2,0,0,0,124
3357,24,1,1,0,2,1,4,0,0,0,0,0,1,0,2,2,0,38
3360,22,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,26
3361,26,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29
3363,54,1,0,0,0,0,1,0,0,0,2,1,1,1,1,1,0,63
3364,67,1,0,2,1,0,2,0,0,0,1,0,1,0,2,2,0,79
3370,94,2,0,0,0,0,0,1,0,1,1,1,2,2,10,5,0,119
3371,24,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,28
3373,57,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59
3374,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
3375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3377,101,0,0,0,0,2,1,4,0,0,3,1,3,2,0,3,0,120
3378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3379,25,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30
3380,65,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,71
3381,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61
3384,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
3385,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34
3387,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
3388,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22
3390,79,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,89
3391,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
3392,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62
3393,92,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,98
3395,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3396,49,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,54
3400,160,0,2,2,0,1,0,0,0,0,1,1,1,0,0,2,0,170
3401,149,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,155
3402,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3407,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
3409,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45
3412,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3413,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3414,103,0,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,117
3415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3418,234,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,241
3419,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19
3420,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3423,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,48
3424,45,1,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,52
3427,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,1,11
3428,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,19
3429,67,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,74
3430,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
3431,52,1,0,1,1,1,0,5,0,3,1,2,0,0,0,1,0,68
3432,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3433,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
3434,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
3435,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58
3437,108,1,0,1,0,3,1,3,3,1,1,0,2,0,0,1,0,125
3438,31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,34
3440,54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,57
3441,29,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,34
3442,158,3,4,21,9,14,4,3,0,3,2,2,0,0,3,2,0,228
3444,185,0,1,3,2,0,0,2,1,2,0,1,2,2,1,4,0,206
3446,30,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,33
3447,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15
3448,24,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,30
3450,54,0,1,3,0,0,3,1,2,11,2,2,0,0,5,3,0,87
3451,69,0,0,0,2,0,2,2,4,2,2,2,1,1,0,1,0,88
3453,44,0,1,0,1,1,0,1,0,0,0,0,0,4,0,1,0,53
3458,88,1,1,3,1,2,2,0,1,2,0,1,0,1,0,0,0,103
3460,83,1,0,1,1,3,1,1,1,1,1,0,0,0,2,0,0,96
3461,156,1,2,4,0,2,3,1,0,0,2,2,1,0,3,0,0,177
3462,33,0,2,1,0,0,0,1,1,1,0,3,0,2,1,0,0,45
3463,72,0,1,0,1,1,2,0,0,1,1,3,7,13,0,0,0,102
3464,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,12
3465,120,2,3,3,2,2,6,1,5,2,1,0,0,3,1,9,0,160
3467,29,0,1,0,0,0,1,0,0,0,0,0,0,10,24,5,0,70
3468,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
3469,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
3472,64,1,1,0,0,2,2,0,1,1,0,0,0,0,0,1,0,73
3475,23,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,27
3477,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
3478,166,2,3,5,3,3,4,2,0,5,1,0,2,1,8,6,2,213
3480,71,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,77
3482,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3483,52,5,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,61
3485,23,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,29
3487,23,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,27
3488,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3489,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3490,76,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,79
3491,21,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,24
3494,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,35
3496,152,0,8,0,4,4,3,0,1,0,1,0,0,0,0,0,0,173
3498,99,0,3,0,2,2,2,1,0,2,0,0,0,0,0,0,1,112
3500,484,16,13,5,11,11,23,2,1,13,5,4,4,1,0,0,1,594
3501,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51
3502,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3505,158,0,3,0,4,11,3,1,1,3,2,1,0,4,0,0,0,191
3506,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3507,10,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,13
3509,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
3512,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3515,30,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,34
3516,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21
3517,39,1,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,48
3518,44,1,0,0,0,1,1,1,2,1,1,1,1,3,1,0,0,58
3520,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
3521,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
3522,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3523,194,1,4,0,2,3,0,0,0,0,3,1,9,0,2,2,0,221
3525,55,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,62
3527,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
3529,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3530,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3531,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3533,99,3,0,0,8,0,2,3,0,0,0,0,0,0,0,1,0,116
3537,48,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,54
3540,57,1,1,0,6,1,0,0,2,1,0,0,0,0,0,0,1,70
3542,28,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,34
3544,23,1,1,1,6,0,1,1,0,0,0,1,0,0,0,0,0,35
3546,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33
3549,115,0,0,0,2,8,0,0,0,3,0,0,0,0,0,0,0,128
3550,105,0,4,2,0,1,0,0,3,3,6,2,2,0,3,1,1,133
3551,336,1,3,6,2,4,5,5,6,3,9,4,3,1,3,1,0,392
3552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3555,50,0,1,0,1,2,2,0,0,0,4,0,0,0,0,1,0,61
3556,62,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,68
3557,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23
3558,52,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,57
3559,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,26
3561,61,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,67
3562,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3563,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3564,175,1,3,1,0,3,4,1,2,0,1,3,2,2,5,2,1,206
3566,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33
3567,22,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,25
3568,183,5,2,1,2,6,1,2,0,3,1,2,1,0,1,0,0,210
3570,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3571,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3572,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3573,51,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,55
3575,60,1,0,0,2,2,1,3,0,0,2,0,0,0,1,0,0,72
3576,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3579,790,11,13,8,14,19,8,10,1,4,4,2,0,4,4,0,0,892
3580,65,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,71
3581,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3583,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3584,112,1,0,2,0,4,0,1,0,2,2,0,0,0,1,0,0,125
3585,"1,343",32,31,33,10,79,7,9,4,1,0,1,1,7,4,2,2,"1,566"
3586,89,2,3,0,34,1,1,1,0,0,0,0,0,0,0,0,0,131
3588,54,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,59
3589,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42
3590,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27
3591,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16
3594,90,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,95
3595,79,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,83
3596,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19
3597,54,0,0,1,1,3,4,2,0,0,1,0,0,0,1,0,0,67
3599,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
3607,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
3608,149,1,2,20,0,0,0,0,0,1,0,0,12,0,7,3,1,196
3610,127,0,1,7,0,0,1,0,3,2,1,0,0,1,0,1,1,145
3612,87,0,0,4,0,0,0,0,1,1,1,1,0,6,0,1,2,104
3614,42,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,45
3616,70,1,0,2,0,2,2,1,0,0,1,1,0,2,0,3,0,85
3617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3618,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,22
3619,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12
3620,124,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,129
3621,42,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,48
3622,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3623,22,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,25
3624,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
3629,66,0,0,1,1,1,1,1,0,0,0,2,0,2,0,0,0,75
3630,159,1,2,2,2,5,2,0,1,2,1,4,1,9,0,5,0,196
3631,121,0,0,2,1,0,0,0,2,0,1,2,1,2,0,1,3,136
3632,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3633,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
3634,56,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,60
3635,23,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,26
3636,149,1,8,1,0,1,0,0,2,0,0,1,0,0,0,3,0,166
3637,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3638,138,0,3,3,0,0,2,0,0,0,0,1,1,1,0,1,0,150
3639,42,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,49
3640,69,0,0,1,0,0,2,0,1,1,0,0,1,1,0,1,0,77
3641,50,0,2,2,0,1,0,0,0,4,0,1,0,0,0,0,1,61
3643,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3644,187,0,4,0,0,2,2,0,2,0,0,0,0,1,0,2,0,200
3646,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21
3649,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30
3658,133,1,1,2,2,1,1,1,2,2,1,0,1,0,1,0,0,149
3659,40,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,1,49
3660,159,2,2,3,0,3,2,1,1,0,0,3,0,0,1,2,1,180
3661,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3662,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3663,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3664,58,1,0,1,0,2,0,0,0,0,2,0,2,0,1,4,0,71
3665,8,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12
3666,116,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,0,125
3669,93,1,0,1,1,2,2,1,0,0,0,2,0,4,0,1,0,108
3670,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3671,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3672,118,1,1,3,0,2,1,3,0,0,2,2,3,0,0,4,0,140
3673,60,0,1,1,0,0,1,1,2,0,0,1,2,0,0,0,0,69
3675,65,0,2,0,0,0,2,3,0,0,0,0,1,1,0,1,1,76
3676,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
3677,67,0,1,0,2,2,2,1,1,4,0,0,1,0,0,2,0,83
3678,177,1,1,1,3,1,1,3,1,0,0,0,3,0,0,1,0,193
3682,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,9
3683,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24
3685,42,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,45
3687,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3688,23,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,28
3689,5,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,15
3690,51,0,0,0,2,0,0,0,0,1,0,0,1,0,2,1,0,58
3691,100,0,1,4,0,0,0,2,4,1,1,2,3,0,2,1,0,121
3695,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
3697,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,11
3698,34,1,0,1,2,0,1,1,0,1,1,1,1,0,0,0,0,44
3699,15,2,0,1,1,1,0,2,0,1,2,1,0,0,1,1,0,28
3700,64,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,71
3701,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59
3705,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3707,34,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,37
3708,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3709,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3711,17,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,23
3712,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
3713,136,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,142
3714,165,2,2,0,0,22,14,1,1,0,5,2,2,17,4,1,2,240
3715,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3717,107,2,2,1,2,1,2,0,2,0,1,0,0,3,1,1,1,126
3718,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
3719,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16
3720,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37
3722,162,2,0,0,3,3,1,2,0,1,1,4,1,0,0,1,2,183
3723,118,0,1,2,0,0,0,0,2,1,0,0,0,3,0,0,0,127
3724,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3725,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3726,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3727,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3728,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,33
3730,118,2,3,0,1,0,2,0,0,1,0,0,0,0,0,3,0,130
3732,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21
3733,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
3735,27,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29
3736,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3737,245,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,253
3738,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3739,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3740,40,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,1,61
3741,187,0,1,0,1,0,0,0,0,0,1,3,2,2,0,2,2,201
3744,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
3746,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
3747,198,0,0,0,0,1,1,3,2,1,2,2,1,0,0,1,1,213
3749,49,2,0,0,0,0,1,3,1,1,4,3,7,1,1,0,6,79
3750,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,6
3751,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
3752,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
3753,29,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,35
3754,28,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,35
3755,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7
3756,49,0,0,1,1,1,0,1,2,0,1,2,0,0,0,0,0,58
3757,230,0,1,0,1,0,1,1,3,1,4,4,1,0,0,2,0,249
3758,52,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,56
3759,47,0,0,1,0,1,0,0,0,1,1,0,4,0,0,1,0,56
3760,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3761,61,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,67
3762,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3763,158,0,0,1,0,0,0,0,2,0,2,3,0,0,2,1,0,169
3764,96,0,1,4,2,3,1,0,2,0,2,0,0,0,0,1,1,113
3765,10,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,16
3766,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10
3767,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
3770,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3775,60,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,64
3777,123,2,0,1,0,1,1,1,3,1,6,2,8,2,2,0,1,154
3778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
3779,33,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35
3781,26,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,30
3782,85,0,0,1,0,2,0,0,0,1,4,3,3,4,0,0,0,103
3783,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47
3786,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3787,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3788,12,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,16
3789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3791,11,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14
3792,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
3793,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,36
3795,20,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,25
3796,23,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,28
3797,53,0,0,1,0,5,0,2,0,0,0,2,0,1,0,2,0,66
3799,145,0,3,0,1,2,0,0,1,2,0,4,0,4,2,0,1,165
3802,9,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,14
3803,6,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,13
3804,23,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,27
3805,20,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,0,27
3806,73,3,0,0,1,1,3,1,1,0,0,2,1,2,0,1,0,89
3807,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21
3808,61,1,0,0,0,0,1,1,1,0,8,23,5,7,8,4,1,121
3809,10,1,0,0,0,4,2,2,5,0,2,4,10,2,3,1,2,48
3810,404,0,2,1,2,1,0,0,2,0,1,4,3,4,2,1,1,428
3812,24,3,0,3,0,2,0,0,2,0,0,0,1,0,0,0,1,36
3813,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
3814,18,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,24
3815,34,0,1,1,0,1,0,1,0,1,0,1,3,0,0,0,0,43
3816,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61
3818,167,2,1,1,3,24,0,1,2,0,0,1,3,1,0,2,0,208
3820,88,1,0,0,2,2,0,1,2,2,0,1,6,0,0,2,0,107
3821,129,0,2,1,2,1,2,0,1,0,1,0,0,0,0,1,0,140
3822,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
3823,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,57
3824,82,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,89
3825,550,11,3,1,4,7,5,1,1,2,2,2,5,2,1,3,0,600
3831,91,0,0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,97
3832,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3833,12,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,16
3835,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3840,201,3,3,2,2,2,2,3,1,2,3,0,0,2,2,2,1,231
3842,38,4,0,1,3,0,2,1,0,0,1,0,0,0,1,3,0,54
3844,405,1,2,41,7,30,9,4,5,0,2,2,3,4,2,1,0,518
3847,88,0,4,0,2,0,2,0,0,0,0,1,1,0,0,1,0,99
3850,49,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,54
3851,470,7,3,8,5,12,2,4,0,5,0,4,2,0,0,2,4,528
3854,71,2,1,1,1,9,1,1,2,2,1,0,1,0,1,2,1,97
