Small Unit Installation Postcode,Previous Years (2001-2013) - Installations Quantity,Previous Years (2001-2013) - SGU Rated Output In kW,Jan 2014 - Installations Quantity,Jan 2014 - SGU Rated Output In kW,Feb 2014 - Installations Quantity,Feb 2014 - SGU Rated Output In kW,Mar 2014 - Installations Quantity,Mar 2014 - SGU Rated Output In kW,Apr 2014 - Installations Quantity,Apr 2014 - SGU Rated Output In kW,May 2014 - Installations Quantity,May 2014 - SGU Rated Output In kW,Jun 2014 - Installations Quantity,Jun 2014 - SGU Rated Output In kW,Jul 2014 - Installations Quantity,Jul 2014 - SGU Rated Output In kW,Aug 2014 - Installations Quantity,Aug 2014 - SGU Rated Output In kW,Sep 2014 - Installations Quantity,Sep 2014 - SGU Rated Output In kW,Oct 2014 - Installations Quantity,Oct 2014 - SGU Rated Output In kW,Nov 2014 - Installations Quantity,Nov 2014 - SGU Rated Output In kW,Dec 2014 - Installations Quantity,Dec 2014 - SGU Rated Output In kW,Jan 2015 - Installations Quantity,Jan 2015 - SGU Rated Output In kW,Feb 2015 - Installations Quantity,Feb 2015 - SGU Rated Output In kW,Mar 2015 - Installations Quantity,Mar 2015 - SGU Rated Output In kW,Apr 2015 - Installations Quantity,Apr 2015 - SGU Rated Output In kW,May 2015 - Installations Quantity,May 2015 - SGU Rated Output In kW,Jun 2015 - Installations Quantity,Jun 2015 - SGU Rated Output In kW,Jul 2015 - Installations Quantity,Jul 2015 - SGU Rated Output In kW,Aug 2015 - Installations Quantity,Aug 2015 - SGU Rated Output In kW,Sep 2015 - Installations Quantity,Sep 2015 - SGU Rated Output In kW,Oct 2015 - Installations Quantity,Oct 2015 - SGU Rated Output In kW,Nov 2015 - Installations Quantity,Nov 2015 - SGU Rated Output In kW,Dec 2015 - Installations Quantity,Dec 2015 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
0000,4,4.460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,4.460
0200,1,0.080,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.080
0800,23,146.335,2,8.920,0,0.000,0,0.000,0,0.000,0,0.000,2,9.005,0,0.000,1,4.505,0,0.000,0,0.000,1,18.615,0,0.000,0,0.000,0,0.000,1,72.080,0,0.000,0,0.000,0,0.000,0,0.000,1,43.210,0,0.000,2,18.200,0,0.000,0,0.000,33,320.870
0801,3,5.460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,11.460
0803,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.120,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.120
0804,8,27.270,0,0.000,0,0.000,0,0.000,1,4.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.095,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.770,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,11,42.635
0810,435,"1,425.040",6,25.900,16,66.440,17,73.220,9,43.200,16,166.145,21,91.675,8,38.385,15,118.415,13,60.240,18,112.905,15,75.725,17,79.410,9,38.610,15,61.425,27,116.670,28,127.900,23,102.940,12,51.020,14,62.575,31,140.830,16,180.350,23,99.740,13,58.995,14,64.410,831,"3,482.165"
0811,0,0.000,0,0.000,1,4.500,1,4.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,9.000
0812,260,883.949,0,0.000,6,23.420,7,21.800,8,30.962,7,38.945,8,34.760,6,26.825,7,28.020,4,18.010,8,34.500,4,15.970,6,25.310,8,34.180,14,60.060,16,69.565,10,45.205,15,64.020,9,40.450,11,48.145,8,73.610,8,36.460,7,77.450,8,37.410,8,36.275,453,"1,805.301"
0813,3,11.649,0,0.000,0,0.000,1,59.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.500,5,75.949
