Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
0000,4,4.460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,4.460
0200,1,0.080,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.080
0800,55,"1,338.570",0,0.000,2,13.090,3,19.800,1,32.340,1,6.600,4,26.200,13,76.815,6,271.490,2,13.200,0,0.000,2,11.070,6,211.875,1,26.460,0,0.000,0,0.000,0,0.000,96,"2,047.510"
0801,7,134.868,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,7,134.868
0803,2,11.685,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,11.685
0804,14,68.950,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,14,68.950
0810,"1,991","11,293.086",31,207.720,41,263.065,77,514.455,50,371.365,60,405.785,52,488.280,57,392.600,50,370.680,38,335.110,63,417.605,70,541.255,83,725.065,54,348.780,66,429.860,46,320.690,19,130.565,"2,848","17,555.966"
0811,2,9.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,9.000
0812,"1,020","5,630.618",26,163.025,33,252.610,31,223.800,25,157.455,39,251.595,28,183.395,34,213.320,27,172.470,26,328.160,31,197.060,41,265.170,46,298.250,28,177.287,43,282.840,24,158.680,18,110.495,"1,520","9,066.230"
0813,6,78.949,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,7,85.549
0814,3,13.060,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,13.060
0820,567,"6,123.634",14,112.670,19,133.790,20,139.025,16,155.210,37,327.560,26,199.670,19,180.540,15,105.260,18,122.765,18,181.740,19,134.055,20,287.420,21,157.695,25,189.720,12,84.210,7,47.290,873,"8,682.254"
0821,6,147.003,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,7,156.303
0822,503,"5,441.017",13,99.660,8,132.622,13,99.170,17,164.585,16,145.025,14,119.255,6,32.605,16,170.055,17,211.575,13,212.170,22,164.000,19,339.940,12,90.600,17,119.995,14,146.945,3,22.490,723,"7,711.709"
0828,111,"1,704.881",4,46.945,3,39.690,6,101.570,5,32.560,6,46.650,4,122.190,3,22.500,3,27.210,4,55.090,7,43.340,2,15.715,6,80.425,3,22.500,8,58.000,2,24.200,1,6.615,178,"2,450.081"
0829,19,452.435,0,0.000,1,9.145,0,0.000,0,0.000,1,36.340,1,99.710,1,9.135,0,0.000,1,98.560,0,0.000,1,6.600,1,6.300,0,0.000,2,47.790,0,0.000,0,0.000,28,766.015
0830,"1,121","6,165.049",23,154.935,38,248.355,48,350.485,40,332.675,49,318.735,36,227.510,36,252.200,35,303.650,23,158.650,33,254.495,39,241.025,35,322.820,25,179.565,28,174.455,36,233.670,14,82.970,"1,659","10,001.244"
0831,9,38.980,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,9,38.980
0832,"1,327","7,380.591",36,224.880,32,200.885,40,263.895,44,275.816,47,303.530,41,265.775,51,414.227,39,241.515,38,233.220,46,289.350,45,288.005,44,283.630,39,258.700,38,243.230,27,183.105,9,58.800,"1,943","11,409.154"
0834,130,823.027,1,6.480,7,55.315,3,19.870,4,31.585,7,61.715,3,21.950,2,15.880,5,40.335,2,12.135,4,31.045,4,29.500,4,28.930,0,0.000,1,9.300,4,35.460,3,17.640,184,"1,240.167"
0835,296,"1,648.973",5,37.760,4,34.390,7,53.495,4,36.535,8,53.485,6,44.885,6,44.345,8,54.870,9,61.245,10,75.920,5,40.500,13,163.155,8,57.115,12,149.580,6,42.125,5,38.280,412,"2,636.658"
0836,691,"4,128.091",26,216.130,22,176.325,20,166.215,17,139.240,24,183.905,19,149.800,27,226.110,18,135.950,18,223.300,23,173.630,19,161.340,19,143.470,17,119.105,19,149.075,17,131.140,6,52.840,"1,002","6,675.666"
0837,37,258.241,0,0.000,0,0.000,0,0.000,0,0.000,3,24.780,1,9.135,0,0.000,3,50.745,3,23.040,1,8.990,0,0.000,0,0.000,2,13.000,1,9.300,0,0.000,3,128.240,54,525.471
0838,65,412.487,1,6.490,5,43.235,0,0.000,5,38.330,0,0.000,8,60.785,3,22.125,0,0.000,0,0.000,2,15.745,1,6.645,2,18.245,4,34.170,1,6.600,0,0.000,1,6.600,98,671.457
0839,7,142.860,2,12.980,0,0.000,0,0.000,0,0.000,0,0.000,1,39.600,0,0.000,2,12.980,1,6.600,2,105.000,0,0.000,0,0.000,1,6.615,0,0.000,1,6.650,0,0.000,17,333.285
0840,65,349.615,1,6.490,2,15.635,0,0.000,2,11.215,0,0.000,2,12.970,3,24.890,5,38.305,5,36.405,2,15.635,4,28.850,1,6.400,0,0.000,2,13.215,0,0.000,1,6.600,95,566.225
0841,36,362.575,2,18.265,2,15.635,1,6.600,1,9.000,4,33.755,3,22.215,0,0.000,1,9.135,1,9.300,2,18.445,1,6.600,0,0.000,0,0.000,2,18.600,0,0.000,0,0.000,56,530.125
0845,57,482.506,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,3,14.800,0,0.000,0,0.000,0,0.000,0,0.000,2,13.000,1,10.400,0,0.000,64,527.306
0846,34,215.760,0,0.000,0,0.000,1,6.600,1,6.490,0,0.000,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,3,37.000,1,9.145,0,0.000,1,2.640,0,0.000,42,282.435
0847,11,169.855,0,0.000,0,0.000,0,0.000,1,6.490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.320,0,0.000,1,6.490,0,0.000,14,184.155
0850,418,"3,528.924",2,41.105,6,73.680,8,59.315,3,27.910,8,197.010,12,141.610,6,38.500,18,113.695,9,127.210,9,70.085,8,153.090,14,98.445,10,130.850,16,115.610,15,159.665,2,18.440,564,"5,095.144"
0851,45,264.175,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,45,264.175
0852,88,992.840,0,0.000,3,23.450,1,9.240,0,0.000,4,50.810,3,69.250,7,66.480,1,6.490,2,19.180,1,9.280,2,27.660,3,15.660,4,126.770,2,14.890,1,6.300,0,0.000,122,"1,438.300"
0853,1,2.650,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.650
0854,9,102.915,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,36.480,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10,139.395
0860,86,477.689,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,7,45.885,1,24.180,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,5,33.000,100,587.354
0861,18,106.495,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,15.100,0,0.000,0,0.000,0,0.000,21,121.595
0862,22,215.030,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,65.100,0,0.000,0,0.000,0,0.000,0,0.000,3,10.560,1,2.640,0,0.000,0,0.000,5,23.100,0,0.000,32,316.430
0870,"2,032","11,129.602",6,49.485,10,70.415,10,213.385,17,193.120,19,120.635,17,108.495,19,148.195,20,132.645,25,190.880,39,268.650,34,259.335,16,115.630,15,208.455,19,125.294,29,178.745,1,6.600,"2,328","13,519.566"
0871,55,394.180,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,57,407.380
0872,136,"1,445.312",0,0.000,2,22.800,2,11.805,0,0.000,2,19.920,1,10.140,1,6.000,4,156.715,1,9.000,0,0.000,1,7.245,0,0.000,2,17.980,1,78.210,2,69.300,0,0.000,155,"1,854.427"
0873,68,382.018,1,5.670,2,15.615,0,0.000,3,15.270,1,5.775,0,0.000,3,22.070,2,9.216,1,9.300,1,6.400,5,38.230,3,81.890,3,17.995,3,22.440,2,18.280,0,0.000,98,650.169
0874,6,65.740,0,0.000,1,5.400,0,0.000,0,0.000,0,0.000,2,7.950,0,0.000,1,9.300,0,0.000,1,6.600,1,6.650,2,13.230,0,0.000,1,6.600,1,6.490,0,0.000,16,127.960
0875,83,484.116,1,3.420,1,6.600,0,0.000,1,6.600,1,6.555,1,6.600,0,0.000,0,0.000,2,13.215,1,6.400,1,6.490,1,6.600,1,6.600,0,0.000,3,19.690,0,0.000,97,572.886
0880,22,228.491,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,22,228.491
0881,12,107.730,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,12,107.730
0885,6,220.570,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,13.200,0,0.000,0,0.000,3,109.740,0,0.000,0,0.000,2,155.430,0,0.000,0,0.000,0,0.000,0,0.000,12,498.940
0886,9,131.540,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,20.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10,151.690
1340,1,1.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.140
1355,1,1.020,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.020
1435,1,1.540,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.540
1460,1,4.750,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.750
1470,2,5.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,5.810
1475,3,11.985,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,11.985
1480,2,4.880,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,4.880
1485,1,2.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.000
1490,1,1.510,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.510
1495,1,4.750,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.750
1560,1,5.025,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.025
1570,2,11.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,11.150
1595,2,4.140,0,0.000,0,0.000,0,0.000,0,0.000,1,7.560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,11.700
1630,6,23.885,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.900,0,0.000,0,0.000,7,33.785
1640,2,15.075,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,15.075
1655,2,11.245,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,17.845
1658,1,5.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.040
1660,1,3.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.500
1670,1,4.440,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.440
1680,2,9.380,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,9.380
1710,1,4.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.800
1715,2,3.010,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,3.010
1730,3,8.000,0,0.000,0,0.000,0,0.000,1,5.490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,13.490
1741,1,10.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.000
1755,2,5.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,5.100
1765,7,19.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,7,19.200
1790,4,115.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,115.900
1800,1,4.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.200
1805,2,14.720,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,14.720
1830,1,6.080,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.080
1835,1,1.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.140
1848,1,1.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.040
1860,3,25.420,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,25.420
1871,1,1.520,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.520
1875,1,1.610,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.610
1885,5,13.290,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,5,13.290
1890,4,11.380,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,11.380
2000,42,840.171,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,45.000,1,48.825,0,0.000,1,77.600,1,71.200,0,0.000,46,"1,082.796"
2007,18,135.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.350,0,0.000,1,46.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.700,21,198.390
2008,62,626.319,0,0.000,0,0.000,1,2.840,0,0.000,2,6.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.275,1,3.500,2,6.430,0,0.000,69,648.264
2009,13,186.670,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.440,1,30.800,0,0.000,1,30.810,0,0.000,0,0.000,0,0.000,16,252.720
2010,132,866.849,0,0.000,1,1.800,2,25.870,1,3.410,1,5.040,1,6.570,1,3.300,1,6.480,0,0.000,5,22.100,1,11.160,0,0.000,0,0.000,4,35.720,1,8.875,0,0.000,151,997.174
2011,30,264.804,0,0.000,0,0.000,0,0.000,1,11.055,0,0.000,2,85.500,1,4.340,0,0.000,1,49.820,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,36,422.119
2015,170,"1,621.466",0,0.000,6,113.406,3,74.720,0,0.000,2,27.900,1,5.310,7,169.280,2,21.695,3,60.450,1,6.615,0,0.000,3,61.710,0,0.000,2,157.625,1,10.005,1,4.095,202,"2,334.277"
2016,95,429.856,1,3.300,3,14.578,0,0.000,0,0.000,2,9.975,0,0.000,4,15.590,1,5.920,0,0.000,2,11.550,3,72.610,0,0.000,1,6.600,2,12.710,2,9.090,0,0.000,116,591.779
2017,46,536.105,1,37.260,1,5.500,4,15.100,2,11.000,1,20.460,1,4.340,1,3.300,1,3.000,0,0.000,1,99.280,1,99.000,2,21.360,0,0.000,1,27.720,1,6.300,0,0.000,64,889.725
2018,253,980.257,8,62.535,3,17.125,1,6.600,4,30.840,5,27.030,1,5.985,3,14.415,6,65.860,3,17.900,4,55.890,7,43.790,2,17.975,3,32.340,2,13.345,4,32.170,0,0.000,309,"1,424.057"
2019,250,"1,651.000",1,6.000,0,0.000,3,12.115,3,35.595,5,55.865,4,39.810,1,75.040,3,13.690,1,6.600,1,99.660,8,87.785,6,237.665,2,11.850,6,61.790,5,30.000,1,6.600,300,"2,431.065"
2020,234,"1,289.979",3,104.380,2,15.970,3,15.940,2,8.400,5,65.060,3,15.255,3,23.595,2,8.800,4,25.300,2,38.723,4,28.015,3,21.145,4,22.220,1,6.600,7,46.200,0,0.000,282,"1,735.582"
2021,139,671.054,4,18.960,5,30.545,5,22.817,1,4.270,2,31.600,0,0.000,1,6.000,2,8.450,0,0.000,2,8.040,3,13.760,4,15.250,2,9.540,2,8.400,5,36.290,3,14.850,180,899.826
2022,184,830.429,2,13.740,1,5.850,3,20.285,4,37.950,4,33.990,2,13.545,0,0.000,6,31.440,3,18.275,2,8.470,3,21.420,2,12.900,1,10.500,4,23.985,3,22.110,0,0.000,224,"1,104.889"
2023,168,998.945,2,9.550,1,10.370,3,18.360,0,0.000,2,26.520,3,20.595,2,17.950,1,10.140,1,3.450,3,28.880,3,33.070,4,45.650,0,0.000,2,17.600,1,1.950,2,44.185,198,"1,287.215"
2024,266,"1,253.678",3,16.680,1,7.200,2,14.820,3,16.855,6,55.475,5,35.165,5,129.910,3,18.375,1,20.160,4,23.895,4,101.720,7,147.420,2,14.940,0,0.000,2,11.220,1,9.240,315,"1,876.753"
2025,86,337.760,2,9.315,0,0.000,2,12.050,0,0.000,5,44.165,2,49.575,0,0.000,0,0.000,0,0.000,4,27.800,1,6.600,3,23.560,1,9.100,2,13.300,3,15.480,1,5.940,112,554.645
2026,372,"1,396.570",5,30.085,3,14.105,2,15.260,5,39.670,9,56.040,5,27.245,7,56.140,4,19.920,4,24.940,3,25.555,6,34.255,6,40.410,3,24.565,9,54.005,7,41.905,3,18.650,453,"1,919.320"
2027,54,349.034,0,0.000,1,8.040,1,2.480,0,0.000,1,3.600,0,0.000,0,0.000,1,15.510,1,6.930,2,6.510,1,26.070,0,0.000,1,3.900,0,0.000,1,6.600,0,0.000,64,428.674
2028,39,178.180,1,9.810,1,6.200,0,0.000,0,0.000,0,0.000,0,0.000,2,10.395,0,0.000,1,7.785,1,33.000,2,14.750,1,29.700,0,0.000,0,0.000,1,9.800,0,0.000,49,299.620
2029,116,569.239,0,0.000,2,12.870,2,13.850,1,6.000,2,12.690,0,0.000,1,5.175,0,0.000,2,13.575,2,17.920,2,24.200,2,19.200,2,17.200,4,29.745,2,14.940,1,19.250,141,775.854
2030,285,"1,489.495",1,6.720,0,0.000,3,27.742,6,53.600,6,57.540,3,19.275,6,38.830,4,26.390,3,14.880,4,25.760,2,26.240,6,89.870,2,13.200,5,56.075,8,98.100,2,13.350,346,"2,057.067"
2031,471,"2,015.432",9,172.285,4,21.855,3,22.550,7,36.350,4,36.740,5,30.480,3,18.540,3,19.355,3,25.600,9,109.375,10,59.370,12,95.205,4,30.960,3,22.550,7,40.130,5,34.900,562,"2,791.677"
2032,258,"1,024.445",2,25.650,2,11.480,2,25.500,2,11.550,3,18.090,4,26.850,4,23.640,7,39.895,4,24.040,6,34.205,2,12.870,5,36.695,3,13.875,3,22.260,4,25.525,4,25.080,315,"1,401.650"
2033,142,642.062,2,8.550,2,21.840,1,5.400,1,6.405,0,0.000,1,8.000,2,13.315,1,6.000,1,4.340,3,57.420,4,107.140,0,0.000,2,17.160,1,6.600,3,32.220,0,0.000,166,936.452
2034,310,"1,177.776",3,24.290,3,33.605,2,12.390,6,48.070,3,19.115,2,15.510,6,66.080,2,8.475,3,19.080,8,48.485,10,61.460,6,38.750,2,7.800,5,38.345,2,16.160,1,5.610,374,"1,641.001"
2035,787,"2,902.741",7,52.825,8,57.335,10,73.540,9,52.195,6,33.555,7,45.330,8,54.300,3,23.160,5,26.620,7,44.550,9,58.170,7,55.935,6,50.280,16,98.955,10,70.035,4,25.140,909,"3,724.666"
2036,786,"3,124.560",12,71.385,4,17.910,11,66.200,18,86.760,6,41.780,12,130.860,14,128.390,7,42.595,3,13.245,12,104.215,9,62.250,6,41.780,9,50.090,4,25.130,7,53.550,2,20.095,922,"4,080.795"
2037,208,883.510,1,3.100,1,6.480,2,10.525,0,0.000,1,3.740,1,6.490,2,7.250,3,13.600,4,20.750,0,0.000,1,3.780,2,10.160,3,14.030,2,8.700,2,13.860,0,0.000,233,"1,005.975"
2038,241,815.015,2,6.600,6,30.954,7,42.775,2,11.355,6,35.100,0,0.000,3,15.975,4,23.955,1,1.650,2,13.975,4,46.180,2,26.260,0,0.000,5,30.660,0,0.000,1,5.270,286,"1,105.724"
2039,186,714.231,4,24.990,0,0.000,1,3.050,1,3.840,1,4.030,1,3.000,0,0.000,3,13.145,2,7.500,3,15.810,2,7.530,5,27.535,0,0.000,4,17.760,2,13.215,1,3.150,216,858.786
2040,588,"2,155.733",8,38.305,8,92.980,6,122.040,2,11.300,7,38.975,6,43.002,8,43.125,7,21.350,5,24.415,5,26.300,4,27.480,14,113.755,11,55.190,2,13.200,8,58.805,2,9.240,691,"2,895.195"
2041,335,"1,060.956",5,21.100,6,26.920,0,0.000,6,35.360,2,9.665,6,38.930,2,16.800,1,7.920,6,25.090,2,11.400,7,26.455,5,15.045,1,5.600,7,38.790,5,21.720,1,6.825,397,"1,368.576"
