Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
4030,"1,046","4,390.968",13,101.020,10,82.510,13,100.920,9,89.610,15,106.283,11,98.465,9,69.930,6,41.895,7,55.820,14,105.680,8,69.270,17,133.195,15,121.545,9,69.065,22,165.915,2,15.620,"1,226","5,817.711"
4031,"1,036","4,429.774",6,41.585,8,67.285,10,65.120,8,91.335,11,60.298,13,84.660,6,37.525,14,119.705,9,80.050,12,85.425,13,106.595,17,175.765,14,104.260,5,37.385,12,78.495,9,65.315,"1,203","5,730.577"
4032,"1,098","4,170.712",7,43.630,10,66.390,4,25.975,5,34.275,16,103.030,1,6.500,6,44.660,8,144.830,9,79.930,12,116.755,6,91.870,10,62.570,18,143.114,8,52.845,8,47.495,15,100.140,"1,241","5,334.721"
4034,"5,073","18,325.184",34,232.933,38,309.970,36,245.800,30,280.935,33,308.535,37,280.045,44,319.250,37,232.175,40,352.670,60,494.315,54,436.610,58,475.175,40,346.370,37,273.035,45,339.585,22,216.920,"5,718","23,469.507"
4035,"4,057","15,679.329",26,173.555,30,197.990,31,223.095,24,188.660,39,276.205,32,339.080,53,378.805,34,235.730,31,227.205,44,408.825,50,391.905,54,420.185,41,402.140,41,289.645,54,395.100,21,151.190,"4,662","20,378.644"
4036,"1,022","3,701.351",4,20.515,6,37.180,10,74.305,10,68.410,13,84.450,11,69.925,6,38.835,12,78.960,7,45.290,8,52.450,7,49.065,6,45.585,12,75.660,3,22.080,12,113.180,2,13.105,"1,151","4,590.346"
4037,"1,299","5,298.897",11,82.950,8,53.090,7,48.815,2,18.738,12,87.135,3,19.455,9,63.590,7,51.980,15,119.575,13,95.185,12,88.475,12,95.005,10,84.730,13,97.755,11,85.725,4,22.920,"1,448","6,414.020"
4051,"2,136","8,906.027",17,122.035,22,150.680,26,173.747,15,100.815,29,209.944,27,250.190,29,204.095,25,214.035,27,259.110,24,255.820,26,193.665,27,306.430,15,110.395,21,160.460,34,267.545,10,87.670,"2,510","11,972.663"
4053,"4,601","16,793.065",24,156.380,34,229.940,34,330.591,28,202.340,47,305.870,30,224.105,30,202.190,35,226.435,34,225.975,45,303.505,53,435.390,60,443.890,41,288.705,43,306.645,59,454.110,25,224.025,"5,223","21,353.161"
4054,"1,703","5,701.758",13,80.705,16,103.475,9,58.965,9,57.755,12,77.620,13,87.995,18,113.865,10,57.795,13,81.270,11,71.755,16,93.865,11,67.403,16,102.930,14,86.290,10,69.200,4,26.415,"1,898","6,939.061"
4055,"3,084","11,388.420",20,158.235,17,190.820,26,195.105,17,105.960,28,200.327,20,132.315,39,250.310,15,98.935,28,199.005,34,332.870,38,255.870,26,180.040,31,227.970,27,190.415,28,216.165,15,105.165,"3,493","14,427.927"
4059,663,"2,677.146",9,78.255,3,24.485,4,30.245,3,19.470,5,39.605,5,49.210,3,16.825,3,14.660,7,76.670,6,66.860,10,70.760,10,87.645,9,68.840,11,70.125,11,73.600,5,37.380,767,"3,501.781"
4060,"1,154","4,630.433",6,32.380,7,49.190,17,154.215,10,59.285,20,348.255,4,26.955,14,84.705,9,67.920,15,126.975,13,101.845,14,108.770,23,277.685,11,104.115,14,113.235,13,91.845,8,161.090,"1,352","6,538.898"
4061,"2,152","8,004.734",11,78.640,14,88.480,15,96.255,17,119.720,28,200.105,11,169.225,13,81.015,16,104.410,17,132.830,24,176.765,24,194.465,23,183.310,19,168.390,23,164.595,28,183.935,9,69.930,"2,444","10,216.804"
4062,1,1.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.500
4063,1,1.250,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.250
4064,692,"3,206.039",3,25.306,12,92.025,2,21.996,7,45.450,13,89.840,9,111.830,7,91.129,9,127.870,8,48.590,14,97.335,14,168.970,11,212.470,12,81.495,8,71.775,20,168.665,9,101.145,850,"4,761.930"
4065,863,"3,574.307",12,73.120,7,48.995,12,83.950,5,28.250,13,81.375,7,38.455,9,69.260,10,68.625,10,80.860,7,54.030,14,119.785,11,145.810,10,69.125,14,106.125,9,83.125,6,71.875,"1,019","4,797.072"
4066,767,"3,533.911",7,142.420,8,47.245,15,99.130,9,87.985,8,171.105,10,89.515,7,43.580,6,59.435,5,63.780,10,122.765,14,108.930,10,78.480,19,138.670,6,45.115,12,189.305,4,26.400,917,"5,047.771"
4067,423,"1,950.647",4,29.030,6,45.975,12,73.915,6,36.740,5,34.550,5,32.250,3,34.140,6,56.350,3,24.875,4,55.170,6,54.970,11,137.799,11,80.605,4,34.275,8,80.235,3,21.780,520,"2,783.306"
4068,"1,478","6,180.315",16,102.725,17,154.810,11,78.277,13,82.280,12,156.685,14,106.850,22,167.715,22,201.915,18,166.140,12,83.275,29,315.590,24,227.325,25,206.185,20,155.160,22,176.600,8,48.280,"1,763","8,610.127"
4069,"4,416","18,692.058",39,286.370,39,295.270,32,246.100,41,401.376,43,351.445,31,255.520,42,347.835,38,324.155,35,249.975,50,415.355,56,467.325,35,292.150,36,268.435,45,379.665,57,490.220,29,256.375,"5,064","24,019.629"
4070,"1,832","7,006.978",11,86.620,9,86.545,15,114.315,23,176.900,18,129.720,15,144.287,18,134.500,13,101.270,14,112.620,26,209.320,21,159.030,35,287.905,16,114.275,15,113.560,24,197.065,19,153.710,"2,124","9,328.620"
4073,"1,437","6,144.228",13,88.620,14,98.145,11,71.855,9,56.590,15,148.560,10,120.570,10,72.375,11,92.545,12,79.670,7,54.600,16,99.715,11,75.235,14,93.980,13,93.810,18,145.655,9,81.295,"1,630","7,617.448"
4074,"3,788","14,259.673",20,122.665,21,152.380,23,171.845,15,144.740,26,242.130,22,155.995,27,218.230,28,203.640,25,161.875,30,202.865,33,296.100,38,326.805,31,227.440,31,360.195,38,263.775,13,113.225,"4,209","17,623.578"
4075,"2,351","8,750.586",18,140.660,21,128.555,18,130.438,19,142.170,17,129.320,20,170.585,30,240.495,31,235.250,19,274.210,22,234.900,19,144.210,27,242.750,26,216.780,25,165.540,33,270.010,12,90.585,"2,708","11,707.044"
4076,669,"4,495.456",2,46.155,3,19.475,5,85.485,4,43.745,7,151.925,5,106.860,5,201.345,7,94.240,4,211.920,8,119.190,13,135.750,7,232.255,5,43.055,3,20.025,2,103.185,3,41.930,752,"6,151.996"
4077,"3,278","11,182.792",16,92.525,23,145.680,27,192.315,22,147.610,21,135.930,20,125.985,35,352.120,19,121.225,28,239.835,44,406.730,39,260.745,26,208.385,23,153.125,30,236.150,24,192.630,14,88.360,"3,689","14,282.142"
4078,"3,433","11,654.858",23,147.400,25,160.730,27,222.520,28,190.165,27,181.920,20,124.185,29,200.090,28,190.600,28,183.375,40,264.035,41,281.260,47,358.030,25,166.190,32,227.100,34,224.390,15,92.900,"3,902","14,869.748"
4101,948,"4,291.681",3,14.440,7,53.230,8,51.350,5,28.640,8,210.705,5,41.210,5,45.540,10,108.475,8,46.090,11,95.475,12,166.260,12,370.575,9,59.530,10,74.460,6,41.435,5,31.320,"1,072","5,730.416"
4102,455,"1,985.262",4,62.985,6,113.375,6,45.290,3,25.740,4,40.580,3,15.255,3,31.645,3,15.750,3,15.965,6,40.620,5,50.675,1,5.940,1,10.890,3,23.115,7,43.980,4,44.700,517,"2,571.767"
4103,"1,015","3,606.814",6,42.249,5,37.115,4,26.590,7,55.792,7,40.095,8,64.557,9,50.360,8,48.225,12,86.870,10,67.215,8,60.705,11,77.710,5,29.520,10,62.205,12,98.435,8,56.790,"1,145","4,511.247"
4104,480,"2,013.284",2,40.410,7,55.195,5,37.495,2,22.470,2,104.150,3,19.815,4,26.100,3,19.440,2,19.755,4,25.655,5,35.455,8,82.300,6,54.730,2,20.175,8,57.065,3,32.410,546,"2,665.904"
4105,"1,152","4,481.780",12,82.884,10,57.855,10,88.610,11,92.315,12,124.053,4,35.120,8,61.005,4,23.620,13,93.430,12,107.025,15,166.805,15,102.685,14,119.960,9,59.655,14,103.925,3,19.700,"1,318","5,820.427"
4106,231,"2,072.615",5,161.355,3,54.060,0,0.000,3,98.600,3,91.780,3,53.050,0,0.000,2,29.100,5,56.035,1,12.705,5,76.895,9,352.575,1,6.600,2,16.995,2,12.540,0,0.000,275,"3,094.905"
4107,769,"3,472.828",9,60.175,8,58.070,9,64.215,5,35.050,9,171.100,7,80.860,6,53.055,11,123.795,8,84.415,12,274.165,13,143.830,9,76.940,9,68.480,6,39.490,7,59.515,5,36.855,902,"4,902.838"
4108,803,"4,089.761",6,39.505,3,43.900,4,30.215,6,40.840,10,146.065,7,104.125,2,8.325,3,44.520,6,114.975,9,105.220,18,201.855,9,125.495,4,39.180,6,49.380,13,117.905,2,26.400,911,"5,327.666"
4109,"5,637","18,901.156",22,151.470,29,207.220,25,200.885,43,326.920,20,146.339,31,229.650,26,211.140,32,233.135,25,219.090,34,255.010,39,312.435,34,255.500,34,231.050,28,193.815,30,243.070,13,110.450,"6,102","22,428.335"
4110,"1,570","8,139.594",21,195.050,37,271.945,31,306.250,26,169.490,30,344.850,26,228.590,38,580.685,40,468.420,31,339.405,45,364.955,35,312.320,50,470.500,30,282.545,33,271.760,50,523.140,17,165.100,"2,110","13,434.599"
4111,120,420.054,0,0.000,1,12.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,3,19.600,1,5.700,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,127,471.364
4112,"1,268","4,411.558",6,38.720,8,55.100,12,86.360,17,125.810,8,56.405,2,17.415,5,33.030,11,67.715,9,70.015,7,59.260,15,141.055,9,71.640,11,76.980,14,100.140,6,46.680,4,26.430,"1,412","5,484.313"
4113,"3,693","12,384.497",21,206.240,19,137.460,21,139.820,17,118.500,19,235.305,16,207.010,19,123.620,23,158.470,24,262.410,22,159.150,48,434.360,30,260.695,21,149.660,17,130.615,27,194.365,14,162.660,"4,051","15,464.837"
4114,"2,367","7,983.265",8,49.925,16,91.660,21,159.275,5,43.195,9,60.770,11,76.655,14,95.040,17,288.070,21,207.645,9,68.565,17,129.110,15,129.810,8,115.915,10,167.070,42,274.935,7,36.780,"2,597","9,977.685"
4115,"3,054","10,684.472",20,143.550,24,170.590,15,103.090,19,126.610,22,186.475,24,160.210,23,170.500,22,139.550,14,93.180,25,185.920,35,239.235,39,272.785,21,151.950,24,167.170,25,171.835,8,53.910,"3,414","13,221.032"
4116,"3,898","13,033.160",25,163.475,22,148.835,26,175.160,17,124.875,25,171.565,17,126.540,27,193.075,22,134.245,30,215.435,26,174.060,31,239.945,42,323.315,24,186.445,33,243.705,34,260.390,18,135.080,"4,317","16,049.305"
4117,225,"1,324.180",1,6.600,7,44.430,2,12.170,2,12.650,6,33.075,1,39.680,6,131.165,2,39.060,7,57.055,6,45.990,6,68.215,7,53.535,8,57.165,10,258.070,7,140.910,3,86.700,306,"2,410.650"
4118,"4,554","15,980.877",33,223.825,35,221.830,33,210.740,38,351.225,33,213.850,29,229.000,42,303.845,33,218.940,48,314.175,39,281.625,46,342.185,47,370.780,41,287.730,38,284.985,51,382.570,18,142.065,"5,158","20,360.247"
4119,"1,038","4,486.701",8,52.755,10,145.330,8,68.805,9,60.810,9,163.220,4,50.925,8,67.715,10,80.675,8,71.325,12,132.165,8,54.120,13,200.315,8,55.155,9,68.010,9,148.780,1,13.200,"1,172","5,920.006"
4120,507,"1,995.673",4,24.355,7,45.265,6,41.965,3,17.730,1,6.600,2,12.925,3,17.820,8,51.775,3,22.155,6,44.900,8,58.215,4,29.600,8,53.790,6,42.635,8,49.695,3,19.770,587,"2,534.868"
4121,"2,439","9,069.766",16,107.685,23,146.595,20,126.210,22,141.993,25,184.940,24,161.200,21,165.880,31,199.690,26,194.510,31,222.965,29,284.510,28,214.705,31,232.080,32,228.900,36,239.705,15,127.605,"2,849","12,048.939"
4122,"4,647","16,513.159",31,206.625,29,183.445,37,239.675,23,272.418,18,140.493,25,196.645,29,187.755,31,210.830,41,298.290,53,417.905,50,329.475,51,400.790,48,361.430,30,199.690,50,375.910,13,116.630,"5,206","20,651.165"
4123,"3,003","10,907.692",35,240.851,32,209.540,24,161.595,39,287.620,39,363.800,33,218.925,34,247.225,36,271.205,36,260.140,36,269.840,47,346.185,33,257.200,38,277.460,42,305.230,40,295.185,13,103.185,"3,560","15,022.878"
4124,"3,661","14,170.603",30,212.710,40,282.500,26,190.615,50,410.975,42,300.559,34,248.565,46,412.585,47,393.425,33,262.710,39,310.390,41,343.200,44,382.945,38,294.875,38,314.705,49,437.985,21,210.665,"4,279","19,180.012"
4125,"1,459","5,349.166",20,154.400,13,94.255,16,123.620,17,125.620,14,86.550,22,137.235,13,91.130,12,88.650,17,117.370,13,108.645,9,73.250,14,95.295,17,116.520,15,107.015,20,156.615,11,96.455,"1,702","7,121.791"
4127,"3,334","12,502.807",12,130.615,25,191.855,19,134.705,14,89.690,15,97.965,28,183.785,33,260.220,27,334.885,30,229.840,37,371.920,29,231.115,32,426.630,31,266.410,40,373.950,21,203.245,15,215.620,"3,742","16,245.257"
4128,"2,526","8,862.299",12,77.685,23,172.645,22,171.330,24,171.660,23,154.820,17,140.255,28,178.525,23,150.175,17,136.710,24,158.510,21,156.325,28,217.290,23,162.865,23,181.960,29,216.120,11,81.680,"2,874","11,390.854"
4129,952,"3,857.505",4,31.300,5,29.915,13,107.760,11,82.835,9,68.025,7,90.885,16,315.985,7,46.950,7,49.375,8,57.630,9,60.725,10,114.800,10,65.520,7,44.280,3,19.815,3,26.290,"1,081","5,069.595"
4130,"1,440","5,813.585",12,90.675,12,110.315,7,53.135,12,88.155,12,91.475,10,101.580,9,64.110,8,54.905,10,115.090,17,139.670,14,133.420,12,155.815,7,59.775,9,58.760,13,133.880,5,42.160,"1,609","7,306.505"
4131,"1,109","3,995.353",8,81.050,6,38.995,11,63.925,7,41.865,7,46.155,4,27.415,8,87.175,12,85.770,13,80.250,13,74.110,15,105.770,10,78.525,10,79.945,7,46.935,11,78.885,8,54.220,"1,259","5,066.343"
4132,"2,737","9,089.897",14,81.235,18,114.090,22,332.960,22,156.160,32,216.530,24,194.070,20,125.740,33,227.625,15,96.375,28,183.755,31,210.840,21,174.845,17,162.780,23,413.435,26,166.840,9,52.325,"3,092","11,999.502"
4133,"2,302","8,159.518",30,183.630,31,194.885,25,169.985,24,155.435,25,179.855,29,203.585,26,204.825,36,250.415,24,190.400,28,187.310,31,236.330,25,363.000,31,301.505,25,274.130,39,263.755,11,89.595,"2,742","11,608.158"
4151,"1,041","4,715.209",6,38.160,11,84.170,8,60.033,9,71.705,9,53.475,11,81.600,18,137.760,23,170.460,8,64.020,14,203.715,9,75.370,17,154.890,13,93.145,13,100.880,20,140.970,4,19.685,"1,234","6,265.247"
4152,"4,980","18,373.941",42,262.198,44,287.220,32,323.885,50,322.945,30,222.030,28,199.020,42,299.065,27,188.000,44,310.720,40,338.540,59,456.645,51,390.450,48,340.670,49,366.645,53,398.295,26,168.530,"5,645","23,248.799"
4153,610,"2,318.688",5,40.445,11,81.536,5,36.555,1,6.270,2,19.200,5,34.941,10,77.115,6,51.730,5,31.835,5,36.235,9,66.385,6,79.140,4,25.865,6,59.115,3,21.020,1,6.600,694,"2,992.675"
4154,"1,528","6,180.433",15,114.215,14,105.800,15,130.435,12,90.000,12,84.360,13,90.620,16,123.825,16,122.030,14,161.955,14,135.985,22,292.265,15,229.870,19,147.710,17,129.370,23,203.140,4,31.850,"1,769","8,373.863"
4155,237,"1,394.719",1,99.900,5,32.195,5,69.645,2,21.750,1,9.600,3,31.155,4,72.650,2,33.045,1,9.900,3,31.160,4,47.400,0,0.000,0,0.000,2,46.200,2,21.050,0,0.000,272,"1,920.369"
4156,575,"2,553.104",3,18.040,2,13.200,4,26.205,1,12.000,2,16.835,4,24.330,6,38.400,4,36.375,4,49.210,2,13.230,6,44.585,7,63.800,5,39.630,3,29.895,3,34.850,2,25.500,633,"3,039.189"
4157,"3,147","11,617.539",16,112.550,18,183.205,23,234.840,17,141.865,26,268.475,24,148.090,25,165.565,15,81.640,27,195.920,27,184.910,35,268.185,23,218.790,21,154.815,16,112.080,17,150.280,12,93.580,"3,489","14,332.329"
4158,450,"1,404.271",2,12.815,1,6.615,2,13.750,4,21.735,2,13.100,1,6.600,4,26.070,4,23.370,5,23.455,2,11.010,6,34.330,3,29.055,3,20.070,2,9.255,6,35.785,2,16.515,499,"1,707.801"
4159,"2,499","8,080.929",13,74.600,16,97.620,16,99.845,12,76.890,16,108.840,19,127.700,22,140.240,7,45.270,20,120.045,20,139.165,25,281.455,12,91.140,20,137.085,24,174.415,19,138.260,8,62.180,"2,768","9,995.679"
4160,"3,107","10,572.245",19,127.495,15,93.620,28,192.185,17,112.330,21,124.785,16,115.400,35,231.150,14,95.220,29,198.440,30,210.635,30,215.250,17,110.005,29,181.795,28,194.845,32,221.000,7,65.275,"3,474","13,061.675"
4161,"2,705","8,553.323",11,70.380,17,114.630,16,103.045,16,117.240,13,174.705,20,130.400,20,123.785,26,157.070,15,96.945,23,147.595,27,236.320,24,151.980,23,149.020,22,150.755,27,169.070,14,88.780,"3,019","10,735.043"
4163,"2,093","7,624.713",10,69.820,13,85.180,11,89.825,12,136.145,17,151.770,24,224.945,12,134.210,19,124.709,15,90.095,13,89.270,21,137.335,21,240.320,17,105.640,21,154.090,24,166.390,11,77.285,"2,354","9,701.742"
4164,"2,562","10,024.226",18,143.055,25,183.135,27,171.930,19,132.485,38,270.570,22,176.620,25,166.620,15,104.150,21,159.005,29,211.635,30,238.890,31,288.950,25,170.770,35,244.305,38,303.895,8,53.750,"2,968","13,043.991"
4165,"6,518","21,794.958",50,297.450,56,371.525,72,477.920,47,362.840,61,386.275,67,567.974,64,432.425,45,288.845,43,301.510,44,299.615,38,248.740,58,459.080,49,318.365,64,447.480,72,468.575,32,264.480,"7,380","27,788.057"
4169,464,"2,077.048",2,13.200,4,128.710,3,40.970,4,84.750,6,37.800,10,63.760,7,82.305,3,22.260,6,50.355,6,59.395,4,33.645,5,33.080,5,27.060,8,176.595,1,6.000,1,6.615,539,"2,943.548"
4170,"1,927","8,182.318",24,177.575,21,132.345,16,112.610,20,143.810,22,185.710,28,230.355,26,193.268,37,266.995,19,163.765,24,167.135,31,320.205,25,385.751,27,197.780,18,156.540,37,299.325,9,122.160,"2,311","11,437.647"
4171,"1,222","5,608.964",12,82.650,16,139.653,17,145.207,14,103.710,17,233.330,9,72.430,17,153.856,10,101.720,14,116.915,15,137.355,23,171.400,24,198.090,12,81.525,14,129.730,16,128.120,9,97.535,"1,461","7,702.190"
4172,486,"2,407.128",4,29.775,4,128.405,3,17.825,9,67.840,6,75.720,7,66.115,4,29.690,6,70.795,0,0.000,5,55.110,4,114.520,11,254.005,7,84.215,4,26.415,2,12.100,3,24.720,565,"3,464.378"
4173,"1,227","4,452.840",3,15.400,8,51.824,6,44.277,6,37.090,7,58.290,5,41.620,11,75.435,10,73.940,7,227.055,16,138.785,13,84.480,11,103.130,9,94.845,6,33.865,7,49.245,6,164.500,"1,358","5,746.621"
4174,372,"1,724.130",3,19.140,1,6.600,1,6.540,9,62.095,3,15.075,3,113.055,1,6.000,4,117.895,2,47.250,3,22.680,6,77.055,11,198.875,1,6.600,3,77.800,6,40.715,2,13.200,431,"2,554.705"
4178,"3,039","10,698.156",23,149.200,21,148.935,32,229.305,24,162.495,28,196.250,21,316.210,29,195.760,23,210.830,31,219.360,18,106.365,27,190.325,25,191.360,32,218.845,22,204.540,34,237.405,18,134.950,"3,447","13,810.291"
4179,"2,527","8,456.132",16,95.355,39,189.675,21,160.685,19,148.290,24,164.795,13,93.200,23,170.035,17,116.050,22,154.865,17,109.095,25,182.420,17,129.625,27,182.130,29,293.745,25,164.875,11,80.685,"2,872","10,891.657"
4183,411,"1,370.819",0,0.000,2,11.320,2,9.675,4,24.425,15,142.480,2,9.835,1,6.050,4,30.630,1,3.990,3,15.405,4,27.895,5,37.555,7,42.515,4,31.250,5,30.075,0,0.000,470,"1,793.919"
4184,"1,804","5,000.394",8,46.930,13,70.665,12,66.270,16,100.705,19,139.450,9,60.855,17,117.195,18,110.480,14,90.295,16,107.735,18,150.930,14,90.805,25,162.520,19,127.625,21,132.930,14,110.720,"2,057","6,686.504"
4205,880,"2,649.333",12,94.755,1,6.555,11,70.905,7,42.880,10,154.300,9,65.625,5,28.640,9,51.050,18,114.405,9,56.170,8,53.880,5,40.740,7,41.335,10,53.810,10,161.170,6,31.625,"1,017","3,717.178"
4207,"7,846","32,572.856",67,438.620,88,679.805,81,629.710,95,788.180,92,817.875,80,628.270,107,812.555,76,588.230,79,802.015,92,646.800,82,662.580,75,844.865,69,577.970,101,729.790,119,830.030,45,365.185,"9,194","43,415.336"
4208,"3,118","13,026.551",23,144.295,41,276.130,52,355.370,47,354.885,44,350.920,33,221.715,52,357.025,45,335.385,41,313.035,50,459.305,48,362.210,37,390.365,35,263.520,46,341.795,62,494.655,23,209.790,"3,797","18,256.951"
4209,"5,197","22,818.452",67,438.715,91,616.660,114,793.104,90,665.705,116,799.935,84,564.845,111,804.600,103,721.105,109,771.855,128,882.495,121,938.325,127,"1,171.815",117,872.635,123,981.115,124,913.335,41,326.465,"6,863","35,081.161"
4210,"3,079","12,624.335",26,179.125,18,143.200,31,237.345,38,282.775,35,247.880,35,304.930,56,475.820,40,312.970,45,341.025,47,389.500,51,421.895,56,498.285,41,307.110,53,396.145,40,341.615,19,171.040,"3,710","17,674.995"
4211,"8,292","32,327.537",54,374.985,64,459.490,72,615.805,77,551.525,85,682.845,75,545.860,88,666.010,75,676.715,70,480.760,110,839.560,92,777.580,129,991.675,75,569.760,87,631.615,86,639.360,48,382.455,"9,579","42,213.537"
4212,"4,492","19,457.840",28,206.300,44,345.610,38,272.420,41,319.820,45,328.095,53,408.418,55,480.550,55,425.630,61,464.955,48,409.670,71,753.540,49,503.015,60,554.030,49,374.530,75,607.145,28,249.710,"5,292","26,161.278"
4213,"4,509","18,188.271",34,294.420,30,216.675,35,293.985,39,288.625,32,250.555,40,338.280,42,291.460,39,283.230,46,386.705,56,456.220,54,475.325,67,660.505,52,422.465,42,320.300,49,418.355,14,100.025,"5,180","23,685.401"
4214,"5,253","22,302.985",34,247.500,33,301.380,35,265.712,38,321.570,42,289.080,52,415.995,66,646.795,40,351.320,41,287.315,57,573.255,55,450.305,54,470.510,46,371.025,43,372.050,46,398.135,24,164.340,"5,959","28,229.272"
4215,"2,722","11,032.996",14,118.330,24,143.200,19,135.670,28,215.755,32,227.935,30,202.300,36,267.750,24,151.205,33,225.555,27,186.905,33,362.765,50,522.265,28,336.525,25,170.610,42,332.070,17,113.965,"3,184","14,745.801"
4216,"4,449","15,772.023",20,154.095,23,181.160,33,220.360,20,177.370,43,392.880,23,137.545,36,344.440,37,345.495,37,342.400,50,371.120,42,319.055,44,346.915,25,252.475,44,313.130,56,379.100,18,146.400,"5,000","20,195.963"
4217,"2,414","10,685.456",21,162.725,25,166.395,21,170.960,22,154.160,19,235.855,30,212.820,27,348.620,29,254.625,23,290.165,30,237.295,38,330.175,39,345.035,31,276.720,24,187.315,36,346.645,17,155.960,"2,846","14,560.926"
4218,"3,100","12,353.018",19,153.460,18,225.395,19,130.141,24,200.015,33,292.930,30,293.255,25,214.885,27,274.665,31,227.880,34,294.870,37,288.020,42,344.130,20,154.840,27,219.200,28,240.240,13,108.545,"3,527","16,015.489"
4219,17,86.895,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17,86.895
4220,"3,392","14,131.233",22,189.755,19,135.615,27,228.325,21,202.190,27,192.730,28,213.640,29,203.160,33,344.140,36,391.175,36,294.825,53,431.255,40,395.170,30,234.995,36,388.350,37,277.945,17,157.430,"3,883","18,411.933"
4221,"3,526","11,634.066",17,108.685,17,120.825,17,114.540,22,149.945,21,135.105,15,102.155,35,265.045,28,219.145,24,181.265,29,191.835,42,336.225,55,506.530,26,171.825,36,240.640,33,246.965,17,115.150,"3,960","14,839.946"
4223,"2,180","8,286.907",6,44.065,8,58.475,7,87.335,8,51.240,21,179.845,11,83.060,20,148.755,19,130.675,20,147.160,16,114.495,25,203.300,14,116.765,22,144.670,13,121.345,18,344.890,7,56.720,"2,415","10,319.702"
4224,542,"2,108.979",1,5.280,5,26.835,6,49.805,6,57.280,6,45.600,4,21.955,6,34.340,2,13.230,4,31.755,11,69.250,9,62.460,5,39.675,9,62.755,9,59.240,5,41.545,1,6.615,631,"2,736.599"
4225,252,"1,117.923",8,36.935,2,16.500,1,6.600,6,53.745,1,9.300,3,27.105,3,19.995,3,17.500,3,33.660,4,46.920,4,22.940,10,64.740,1,6.600,3,23.100,4,26.260,2,11.640,310,"1,541.463"
4226,"3,857","14,410.798",29,197.385,26,264.030,23,158.195,29,201.980,40,293.115,31,224.570,49,324.115,23,157.300,35,253.845,60,498.200,34,244.500,53,481.500,47,363.200,27,227.530,48,508.030,13,107.615,"4,424","18,915.908"
4227,"2,344","8,675.188",17,116.630,14,109.770,20,192.985,21,147.150,19,135.285,20,149.680,33,246.510,29,197.785,15,105.745,35,248.785,38,284.335,25,306.675,19,129.320,22,153.375,29,180.670,18,147.435,"2,718","11,527.323"
4228,950,"4,018.514",2,13.065,6,47.590,10,72.965,5,39.120,6,48.045,9,71.145,4,33.660,4,26.100,5,32.315,15,149.260,10,84.945,6,64.530,4,26.775,7,48.455,10,79.375,1,6.600,"1,054","4,862.459"
4230,9,33.880,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,9,33.880
4237,1,0.920,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.920
4270,829,"3,494.691",6,52.600,8,58.820,7,75.050,8,54.755,4,23.560,3,29.835,9,106.155,3,25.500,6,56.915,9,83.580,7,46.295,10,125.685,5,54.840,6,62.320,8,48.015,4,34.440,932,"4,433.056"
