Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,Installations Quantity Total
2291,313,0,1,0,0,1,2,0,1,0,1,1,0,0,0,0,0,320
2292,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,37
2293,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2294,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
2295,175,0,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,182
2296,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
2297,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43
2298,211,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,217
2299,258,1,0,0,4,2,0,0,2,0,2,0,0,1,0,1,1,272
2300,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134
2301,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2302,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2303,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133
2304,294,0,0,1,1,0,0,1,0,0,0,0,1,2,0,1,1,302
2305,370,2,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,379
2306,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
2307,175,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,178
2308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2311,65,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,68
2312,124,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,127
2315,903,4,3,3,1,2,2,5,1,3,2,2,0,1,0,1,0,933
2316,332,0,0,2,0,0,1,17,9,0,0,0,0,4,2,5,8,380
2317,358,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,365
2318,880,0,4,1,1,6,2,5,5,2,3,2,1,0,1,1,0,914
2319,489,2,3,1,0,4,5,2,0,0,0,3,1,1,1,2,0,514
2320,"1,230",3,0,2,0,4,3,4,6,4,3,6,1,3,1,0,1,"1,271"
2321,719,2,1,0,0,1,0,3,2,2,0,1,1,1,0,0,1,734
2322,764,3,1,0,2,2,5,4,2,3,0,3,1,2,0,0,0,792
2323,948,2,1,1,3,5,4,0,1,0,0,1,1,0,2,2,2,973
2324,"1,775",3,5,2,4,2,3,6,3,1,1,4,0,5,2,2,0,"1,818"
2325,"1,241",1,6,4,1,1,2,1,2,6,2,0,3,1,1,2,0,"1,274"
2326,336,2,0,0,1,0,0,2,1,4,1,1,1,0,0,0,1,350
2327,269,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,273
2328,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86
2329,69,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,73
2330,"1,137",3,3,1,1,1,3,2,1,0,4,3,0,1,0,0,1,"1,161"
2333,686,0,3,0,1,0,2,1,2,4,4,0,1,1,0,0,1,706
2334,187,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,192
2335,421,0,0,0,0,0,2,1,2,0,1,0,1,1,0,0,0,429
2336,126,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,131
2337,338,1,0,1,0,0,2,0,1,1,1,0,0,0,1,0,0,346
2338,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43
2339,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2340,"1,867",2,4,1,2,2,4,2,1,4,2,2,1,0,0,5,0,"1,899"
2341,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2342,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2343,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197
2344,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2345,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2346,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2347,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
2350,"1,010",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,"1,014"
2352,119,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,121
2353,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53
2354,158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159
2355,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2356,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2357,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147
2358,149,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,152
2359,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2360,534,0,1,0,0,3,0,0,1,1,1,1,1,0,0,0,0,543
2361,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2365,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,101
2369,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2370,258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,260
2371,38,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,40
2372,176,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,183
2379,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2380,303,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,308
2381,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2382,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2386,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2387,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2388,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59
2390,307,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,314
2395,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2396,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2397,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2398,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2399,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2400,203,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,205
2401,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2402,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53
2403,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41
2404,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2406,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2408,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2409,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2410,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
2411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2415,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2420,277,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,283
2421,144,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,148
2422,316,0,0,0,0,1,0,0,0,2,1,2,1,0,0,1,0,324
2423,225,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,229
2424,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28
2425,142,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,148
2426,65,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,68
2427,425,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,431
2428,"1,645",0,2,5,2,5,2,7,2,1,1,0,1,2,0,2,1,"1,678"
2429,941,0,1,0,0,5,0,1,2,0,1,2,2,0,1,2,2,960
2430,"3,266",2,4,15,4,6,3,9,6,4,4,3,1,0,4,6,2,"3,339"
2431,690,0,1,3,1,0,1,1,6,0,2,0,1,1,0,0,2,709
2438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2439,379,1,3,2,2,2,2,1,2,2,1,5,4,5,3,2,1,417
2440,"1,955",4,1,1,0,6,6,3,5,2,3,2,1,3,0,1,1,"1,994"
2441,655,3,2,2,1,2,1,1,0,0,1,0,0,1,0,0,0,669
2442,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2443,"1,327",2,0,1,2,3,2,3,1,2,2,2,0,1,0,3,1,"1,352"
2444,"5,204",5,6,12,17,5,12,19,14,10,19,8,7,8,4,6,10,"5,366"
2445,"1,076",2,3,4,6,3,1,4,6,2,0,4,4,4,3,0,0,"1,122"
2446,"1,608",3,6,10,5,14,4,8,4,3,3,3,2,5,3,1,1,"1,683"
2447,682,1,2,1,2,5,0,0,5,1,2,2,0,0,0,0,1,704
2448,882,1,3,1,1,2,0,1,0,0,2,2,3,2,1,0,0,901
2449,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
2450,"4,554",7,3,7,5,15,6,12,23,7,6,11,6,3,2,3,3,"4,673"
2451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2452,"1,574",1,1,2,0,3,1,2,2,0,1,0,2,1,0,1,0,"1,591"
2453,279,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,283
2454,"1,065",2,1,1,0,0,2,0,0,1,1,1,2,0,1,0,2,"1,079"
2455,403,1,0,0,0,0,0,5,0,1,0,1,5,0,4,0,0,420
2456,"1,544",3,4,4,1,3,3,3,1,3,4,6,3,0,0,0,0,"1,582"
2458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2460,"2,515",2,6,7,4,8,4,5,5,10,13,8,2,3,1,8,2,"2,603"
2461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2462,222,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,225
2463,"1,066",1,3,3,3,2,4,5,0,2,2,5,3,2,6,3,2,"1,112"
2464,"1,014",3,2,4,0,0,3,4,2,6,3,3,1,1,4,4,1,"1,055"
2465,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34
2466,249,0,0,0,0,1,2,1,1,1,1,1,1,1,0,0,1,260
2467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2469,407,1,0,0,1,2,3,3,1,1,2,2,1,0,0,0,1,425
2470,"1,422",4,3,1,9,2,1,4,3,1,4,3,4,2,4,1,3,"1,471"
2471,241,1,1,1,1,1,5,2,1,1,1,0,1,1,1,2,1,262
2472,232,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,237
2473,355,1,1,2,0,0,1,2,4,0,0,3,1,0,0,0,0,370
2474,599,1,2,3,3,1,2,4,2,1,1,6,1,0,1,1,0,628
2475,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2476,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2477,"1,795",8,14,6,7,4,6,3,5,3,7,5,3,5,1,2,1,"1,875"
2478,"3,431",4,9,10,5,8,6,8,8,5,7,4,7,2,12,3,2,"3,531"
2479,674,1,2,4,3,1,3,1,1,2,0,1,1,0,1,0,0,695
2480,"5,607",9,16,15,10,10,12,17,17,16,9,8,18,10,4,8,3,"5,789"
2481,"1,802",2,2,7,4,5,3,8,4,6,3,3,4,2,1,5,2,"1,863"
2482,"1,008",3,1,1,0,1,0,1,1,1,6,1,3,1,2,0,1,"1,031"
2483,"1,225",1,0,3,2,3,3,4,2,1,1,0,1,1,1,2,0,"1,250"
2484,"1,547",2,4,2,1,2,1,5,9,7,1,4,2,3,3,2,1,"1,596"
2485,"1,202",0,3,2,1,0,1,1,0,0,8,9,0,0,0,1,4,"1,232"
2486,"2,761",4,3,4,2,7,2,6,9,5,3,4,2,1,3,2,2,"2,820"
2487,"1,239",1,2,4,2,0,5,2,1,1,0,3,1,1,1,2,3,"1,268"
2488,334,0,1,1,1,1,1,2,0,0,2,0,0,0,0,0,1,344
2489,701,0,2,0,0,0,0,2,1,2,2,0,0,0,0,0,1,711
2490,64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,67
2500,638,1,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0,646
2502,302,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,306
2503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2505,122,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,124
2506,249,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,251
2508,606,1,0,1,2,2,0,1,1,0,1,0,0,1,1,0,1,618
2515,408,0,0,1,0,1,0,2,0,0,1,1,0,0,1,0,0,415
2516,178,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,183
2517,384,0,0,1,0,0,1,1,0,1,0,0,3,0,0,1,1,393
2518,455,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,458
2519,446,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,451
2520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2525,356,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,362
2526,430,0,1,0,3,3,0,1,1,0,0,0,0,1,0,0,0,440
2527,565,1,3,0,1,0,0,7,1,1,2,1,2,2,0,0,0,586
2528,778,0,1,0,0,0,0,2,0,2,0,0,0,1,1,1,0,786
2529,502,0,1,0,1,0,1,1,0,0,0,1,2,0,0,1,0,510
2530,"1,137",0,1,2,1,0,0,3,0,4,1,2,0,1,1,0,0,"1,153"
2533,"1,111",0,1,1,1,0,1,2,1,6,3,2,1,1,1,1,0,"1,133"
2534,411,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,418
2535,642,2,1,0,1,3,0,1,0,1,1,1,1,0,0,0,1,655
2536,"1,185",0,1,0,3,1,6,2,3,1,0,0,4,0,0,0,2,"1,208"
2537,"1,160",0,0,3,0,2,2,0,0,2,3,0,0,1,1,0,1,"1,175"
2538,213,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,217
2539,"1,305",1,0,3,2,3,5,2,5,1,3,4,2,1,1,3,0,"1,341"
2540,"4,157",1,11,5,5,7,7,6,5,7,9,6,12,3,4,5,3,"4,253"
2541,"1,652",3,4,4,2,2,3,2,2,4,3,1,1,0,0,1,4,"1,688"
2545,146,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
2546,"1,233",1,1,1,1,2,1,0,4,3,1,1,0,1,1,0,3,"1,254"
2548,351,0,2,0,0,1,2,0,0,1,0,0,1,0,0,1,0,359
2549,217,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,219
2550,941,1,1,2,0,1,3,5,1,0,0,2,0,0,0,1,0,958
2551,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,202
2554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2555,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2556,63,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,67
2557,121,0,2,0,0,3,2,0,2,0,0,0,1,0,0,0,0,131
2558,167,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,170
2559,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2560,"2,025",1,3,3,7,4,1,7,5,1,5,0,0,0,0,0,2,"2,064"
2563,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2564,501,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,504
2565,387,0,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,395
2566,667,0,2,2,1,0,1,1,0,0,1,1,0,0,0,1,0,677
2567,317,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,319
2568,203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2569,99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,101
2570,"1,080",0,2,2,2,1,1,2,1,3,1,1,1,1,2,2,0,"1,102"
2571,642,0,3,3,0,0,3,0,1,1,3,0,1,0,0,1,0,658
2572,165,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,169
2573,95,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,98
2574,176,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,179
2575,440,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,446
2576,161,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,165
2577,472,2,0,1,2,2,1,0,0,1,0,0,0,0,1,1,0,483
2578,91,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,93
2579,155,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,159
2580,293,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,300
2581,77,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,79
2582,418,1,1,1,1,1,0,2,1,0,1,0,1,0,0,0,0,428
2583,84,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,88
2584,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2585,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2586,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2587,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2588,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2590,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
2594,192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
2597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2600,122,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,126
2601,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2602,947,2,2,1,0,1,0,4,2,1,0,1,1,2,0,1,1,966
2603,146,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,149
2604,121,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,127
2605,339,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,343
2606,175,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,181
2607,308,0,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,315
2609,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2611,"1,209",0,2,4,3,6,5,0,0,7,1,1,3,0,0,0,0,"1,241"
2612,177,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,181
2614,578,3,1,2,0,0,1,3,1,0,0,0,0,1,4,2,1,597
2615,"1,956",1,2,2,2,2,0,3,3,0,0,1,0,1,3,5,4,"1,985"
2616,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2617,716,2,2,0,2,2,0,2,0,0,1,1,0,0,0,1,0,729
2618,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2619,81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,84
2620,"1,125",2,2,6,2,3,1,3,0,1,3,0,4,3,3,2,0,"1,160"
2621,261,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,265
2622,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119
2623,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2626,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2627,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2628,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45
2629,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2630,123,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,125
2631,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2632,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2633,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2640,559,0,1,1,3,2,1,1,1,0,0,3,0,1,0,0,0,573
2641,127,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,134
2642,179,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,183
2643,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,49
2644,74,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,76
2645,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2646,88,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,92
2647,81,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,87
2648,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82
2650,697,0,0,2,1,4,4,0,0,1,2,0,0,0,2,0,0,713
2651,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36
2652,136,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,140
2653,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2655,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2656,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2658,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2659,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2660,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34
2661,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2663,71,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,74
2664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2665,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2666,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2668,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2669,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2671,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2672,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2675,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2680,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,156
2681,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2700,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2701,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2702,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2703,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2705,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
2706,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2707,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2710,186,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,191
2711,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2712,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,24
2713,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2714,101,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,103
2715,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24
2716,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46
2717,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,26
2720,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125
2721,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2722,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2725,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2726,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2727,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2729,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2730,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2731,302,4,6,6,3,3,1,4,7,3,8,3,2,1,1,0,1,355
2732,76,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,84
2733,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2734,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
2735,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2736,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2737,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
2738,134,0,1,0,1,1,1,0,0,0,0,0,1,2,2,0,0,143
2739,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2745,430,0,1,0,1,2,2,4,0,2,0,0,0,1,0,0,0,443
2747,774,0,1,0,0,1,2,1,1,2,0,0,0,0,2,0,0,784
2748,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90
2749,233,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,238
2750,"1,115",1,1,1,5,6,2,3,1,1,0,0,1,0,2,1,2,"1,142"
2751,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2752,236,1,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,244
2753,571,1,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,578
2754,235,2,0,0,0,0,0,1,1,4,2,0,1,1,2,0,0,249
2756,832,1,0,0,0,0,0,1,3,4,0,0,2,1,0,0,0,844
2757,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
2758,426,1,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,434
2759,303,0,0,1,1,0,1,0,1,0,2,0,1,1,2,0,0,313
2760,494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,496
2761,214,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,217
2762,62,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,64
2763,250,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,256
2765,413,0,0,2,1,0,0,0,1,2,0,0,2,0,0,0,0,421
2766,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167
2767,254,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,257
2768,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
2769,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2770,878,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,885
2773,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
2774,343,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,349
